auction_id;item_id;seller_login;seller_role;current_highest_bid;auction_status;winner_login;winner_role
1242;1604;subdued-air;Seller;2544;Active;;
1243;3963;pointless-guess;Seller;3136;Closed;fine-commercial;Buyer
1244;3455;fluffy-pizza;Seller;3186;Closed;extraneous-purpose;Buyer
1245;1424;regular-business;Seller;1777;Closed;tame-chain;Buyer
1246;5795;affectionate-passenger;Seller;4025;Closed;feisty-desire;Buyer
1247;3763;itchy-angle;Seller;1617;Closed;possible-future;Buyer
1248;288;dopey-nobody;Seller;3788;Closed;crafty-patient;Buyer
1249;3524;mean-politics;Seller;4698;Closed;everlasting-classroom;Buyer
1250;4399;doting-bell;Seller;4281;Closed;slow-stupid;Buyer
1251;2465;demanding-farmer;Seller;2960;Closed;firm-drama;Buyer
1252;1729;flawless-soup;Seller;2776;Closed;whispered-husband;Buyer
1253;3896;heavenly-deposit;Seller;3024;Active;;
1254;2897;shocked-specialist;Seller;2396;Closed;dreary-basis;Buyer
1255;5188;every-discipline;Seller;2078;Closed;overjoyed-kitchen;Buyer
1256;3441;scented-witness;Seller;1960;Closed;genuine-description;Buyer
1257;4016;kooky-mail;Seller;2787;Closed;meager-anger;Buyer
1258;3414;starry-passion;Seller;1372;Closed;thoughtful-combination;Buyer
1259;3309;loathsome-soft;Seller;2124;Closed;grim-night;Buyer
1260;5153;upset-temperature;Seller;4041;Closed;drafty-dance;Buyer
1261;5863;breakable-lesson;Seller;1647;Active;;
1262;5988;handsome-city;Seller;2716;Closed;evil-concentrate;Buyer
1263;2152;upset-temperature;Seller;6385;Closed;honest-permission;Buyer
1264;4995;judicious-dare;Seller;4113;Active;;
1265;5414;remorseful-buddy;Seller;2232;Active;;
1266;4739;kooky-mail;Seller;4790;Active;;
1267;207;fine-suck;Seller;1775;Active;;
1268;3981;hard-profit;Seller;1458;Closed;envious-east;Buyer
1269;457;that-vehicle;Seller;4374;Closed;pointed-bus;Buyer
1270;5257;anguished-order;Seller;5063;Closed;worse-refuse;Buyer
1271;3329;spectacular-diamond;Seller;2926;Closed;familiar-restaurant;Buyer
1272;3240;past-touch;Seller;1621;Closed;glistening-discount;Buyer
1273;5618;spectacular-diamond;Seller;2483;Closed;Spanish-tooth;Buyer
1274;1674;remorseful-buddy;Seller;1095;Active;;
1275;3265;constant-university;Seller;2588;Closed;calm-cheek;Buyer
1276;435;silver-steal;Seller;3487;Closed;close-comfort;Buyer
1277;871;spotless-charge;Seller;2895;Closed;motionless-north;Buyer
1278;5258;leafy-distribution;Seller;5158;Closed;secret-university;Buyer
1279;673;shocked-specialist;Seller;1816;Closed;incomparable-mind;Buyer
1280;806;starry-passion;Seller;2775;Closed;minor-poem;Buyer
1281;5281;subdued-air;Seller;2158;Active;;
1282;5545;fluffy-pizza;Seller;6423;Closed;Spanish-tooth;Buyer
1283;404;cuddly-muscle;Seller;1592;Closed;square-spray;Buyer
1284;375;anguished-order;Seller;2982;Closed;aged-wheel;Buyer
1285;4150;hard-to-find-boyfriend;Seller;3845;Closed;close-emergency;Buyer
1286;2493;delicious-criticism;Seller;2288;Active;;
1287;1094;judicious-turn;Seller;4103;Closed;made-up-quality;Buyer
1288;5513;unfit-fault;Seller;3191;Closed;meager-math;Buyer
1289;2980;hard-to-find-boyfriend;Seller;4185;Active;;
1290;4050;partial-telephone;Seller;3773;Closed;stunning-maybe;Buyer
1291;1037;kindhearted-young;Seller;400;Active;;
1292;4433;remorseful-buddy;Seller;2389;Closed;perfect-juice;Buyer
1293;2727;angelic-thought;Seller;2689;Active;;
1294;4020;demanding-farmer;Seller;2162;Closed;unsightly-normal;Buyer
1295;1322;forceful-coach;Seller;2947;Active;;
1296;3247;snappy-wine;Seller;2234;Active;;
1297;4723;live-hat;Seller;2910;Closed;jam-packed-salary;Buyer
1298;1940;regular-business;Seller;3168;Closed;arid-crack;Buyer
1299;2387;ruddy-tie;Seller;2080;Closed;young-passage;Buyer
1300;2836;sick-quarter;Seller;4965;Closed;complicated-substance;Buyer
1301;556;aromatic-pound;Seller;4344;Closed;exhausted-possible;Buyer
1302;3147;impossible-match;Seller;2546;Active;;
1303;2820;delicious-criticism;Seller;2319;Closed;jolly-carry;Buyer
1304;5427;fuzzy-note;Seller;2533;Closed;humiliating-sample;Buyer
1305;3269;extraneous-stick;Seller;3133;Closed;sandy-opinion;Buyer
1306;3387;questionable-sympathy;Seller;2781;Closed;amusing-while;Buyer
1307;2136;fuzzy-note;Seller;3275;Closed;zealous-dig;Buyer
1308;1124;necessary-national;Seller;2409;Closed;amazing-income;Buyer
1309;3823;heavenly-deposit;Seller;4155;Closed;earnest-specialist;Buyer
1310;2216;loathsome-soft;Seller;4387;Closed;limp-dress;Buyer
1311;3321;everlasting-historian;Seller;1649;Closed;tricky-primary;Buyer
1312;1767;constant-university;Seller;2467;Closed;separate-salary;Buyer
1313;4697;phony-idea;Seller;1836;Active;;
1314;2882;yearly-society;Seller;3336;Closed;grave-object;Buyer
1315;3985;envious-initiative;Seller;3437;Active;;
1316;781;grim-reach;Seller;1843;Closed;worthy-mall;Buyer
1317;2913;pointless-guess;Seller;3967;Closed;worn-spray;Buyer
1318;5555;aromatic-pound;Seller;1974;Closed;creamy-homework;Buyer
1319;2711;enraged-give;Seller;2513;Closed;second-gather;Buyer
1320;2476;sick-quarter;Seller;3028;Closed;prudent-offer;Buyer
1321;5930;trustworthy-silly;Seller;1404;Closed;pleasant-author;Buyer
1322;4808;judicious-dare;Seller;2930;Active;;
1323;4218;aromatic-pound;Seller;3531;Closed;married-unique;Buyer
1324;5262;private-review;Seller;3090;Closed;rundown-intention;Buyer
1325;5282;absolute-craft;Seller;4394;Active;;
1326;2959;fine-soil;Seller;2778;Closed;strange-responsibility;Buyer
1327;1763;that-vehicle;Seller;5051;Closed;unsung-junior;Buyer
1328;5280;steel-mail;Seller;2764;Closed;tremendous-reply;Buyer
1329;4148;common-private;Seller;2346;Closed;insignificant-place;Buyer
1330;3091;favorite-movie;Seller;3962;Active;;
1331;1662;fine-soil;Seller;1428;Closed;grotesque-clothes;Buyer
1332;1587;constant-university;Seller;2331;Closed;modern-bank;Buyer
1333;1343;regal-a;Seller;3463;Closed;sandy-opinion;Buyer
1334;2691;gleeful-customer;Seller;3046;Closed;traumatic-concept;Buyer
1335;4252;burdensome-special;Seller;2281;Closed;ironclad-dish;Buyer
1336;1666;grim-reach;Seller;3175;Closed;reliable-ball;Buyer
1337;3657;serene-monitor;Seller;3390;Closed;worthwhile-region;Buyer
1338;4792;linear-candle;Seller;1013;Active;;
1339;1624;light-lie;Seller;1726;Closed;that-priority;Buyer
1340;2544;striped-job;Seller;3099;Closed;guilty-walk;Buyer
1341;1150;hard-profit;Seller;4344;Closed;melodic-bend;Buyer
1342;2930;questionable-sympathy;Seller;3278;Closed;dependent-pizza;Buyer
1343;804;chief-cut;Seller;2075;Closed;straight-idea;Buyer
1344;4220;interesting-primary;Seller;2195;Active;;
1345;3572;superb-pull;Seller;5172;Active;;
1346;2496;cuddly-muscle;Seller;2434;Closed;creamy-homework;Buyer
1347;3788;steel-clue;Seller;7008;Closed;hot-police;Buyer
1348;2182;spotless-charge;Seller;3297;Closed;punctual-drawer;Buyer
1349;4524;regal-a;Seller;2012;Closed;useless-signal;Buyer
1350;3165;affectionate-passenger;Seller;4101;Active;;
1351;2772;live-hat;Seller;4490;Closed;fat-army;Buyer
1352;5422;gracious-nation;Seller;3229;Active;;
1353;5758;past-touch;Seller;1695;Closed;flowery-vehicle;Buyer
1354;4621;fine-suck;Seller;4122;Active;;
1355;2986;bad-permit;Seller;2572;Closed;authorized-objective;Buyer
1356;2291;chief-cut;Seller;3767;Closed;aching-confidence;Buyer
1357;5921;pitiful-dream;Seller;30;Active;;
1358;3729;disguised-wonder;Seller;3163;Closed;careful-page;Buyer
1359;661;regular-business;Seller;3423;Active;;
1360;702;steel-clue;Seller;2837;Closed;self-reliant-champion;Buyer
1361;3140;modest-tale;Seller;3894;Closed;rough-classic;Buyer
1362;1470;giving-teacher;Seller;1385;Closed;supportive-employ;Buyer
1363;2920;loyal-apple;Seller;2912;Closed;nasty-juice;Buyer
1364;3037;intrepid-candidate;Seller;2461;Closed;fuzzy-iron;Buyer
1365;522;fine-suck;Seller;2759;Closed;official-channel;Buyer
1366;2969;bad-permit;Seller;2578;Closed;troubled-throat;Buyer
1367;1555;rude-ball;Seller;2130;Active;;
1368;4757;costly-scene;Seller;1790;Closed;helpful-story;Buyer
1369;4241;sweet-pass;Seller;2548;Active;;
1370;3187;steel-mail;Seller;1968;Closed;composed-stress;Buyer
1371;1676;complex-dog;Seller;1926;Closed;rotating-vehicle;Buyer
1372;5081;leafy-distribution;Seller;895;Closed;crushing-harm;Buyer
1373;708;silver-steal;Seller;2765;Active;;
1374;687;multicolored-performance;Seller;3571;Closed;bumpy-coat;Buyer
1375;1163;studious-bridge;Seller;1517;Closed;parched-power;Buyer
1376;5594;impossible-match;Seller;2326;Closed;smart-affect;Buyer
1377;2910;favorite-movie;Seller;2472;Closed;punctual-drawer;Buyer
1378;2402;regal-a;Seller;1910;Closed;flawed-total;Buyer
1379;5974;whole-initial;Seller;863;Closed;mature-substance;Buyer
1380;2134;focused-song;Seller;1109;Closed;starchy-cover;Buyer
1381;1100;unnatural-book;Seller;2462;Closed;spherical-yesterday;Buyer
1382;1892;medium-class;Seller;2089;Closed;energetic-whole;Buyer
1383;2105;fine-soil;Seller;3096;Closed;white-revenue;Buyer
1384;799;silent-access;Seller;3667;Active;;
1385;3855;modest-tale;Seller;2572;Closed;rubbery-childhood;Buyer
1386;1384;hard-to-find-boyfriend;Seller;5033;Closed;orderly-angle;Buyer
1387;4355;sick-quarter;Seller;3008;Closed;ill-potential;Buyer
1388;2589;partial-telephone;Seller;1189;Closed;overlooked-fall;Buyer
1389;3978;questionable-sympathy;Seller;4067;Active;;
1390;680;scented-witness;Seller;3327;Closed;unsightly-normal;Buyer
1391;1164;frivolous-nation;Seller;1022;Closed;outrageous-gold;Buyer
1392;3483;mindless-button;Seller;2428;Active;;
1393;49;focused-song;Seller;4566;Active;;
1394;3852;periodic-summer;Seller;3210;Closed;glaring-administration;Buyer
1395;1804;feminine-writing;Seller;4877;Closed;wonderful-spell;Buyer
1396;3796;delicious-criticism;Seller;2480;Closed;mild-grandfather;Buyer
1397;5286;hard-to-find-boyfriend;Seller;3824;Closed;weird-press;Buyer
1398;3328;striking-wedding;Seller;902;Active;;
1399;3990;thorny-resolution;Seller;2246;Closed;weepy-share;Buyer
1400;645;chief-cut;Seller;2865;Closed;spiffy-view;Buyer
1401;511;ruddy-tie;Seller;3394;Active;;
1402;2234;weighty-shame;Seller;1863;Closed;creamy-external;Buyer
1403;1938;unrealistic-item;Seller;2222;Closed;brown-boyfriend;Buyer
1404;440;unnatural-book;Seller;2534;Closed;gracious-room;Buyer
1405;196;considerate-conference;Seller;5332;Active;;
1406;3046;phony-idea;Seller;2385;Active;;
1407;1716;extraneous-stick;Seller;3470;Closed;babyish-play;Buyer
1408;3952;medium-class;Seller;2655;Closed;downright-storm;Buyer
1409;2346;lawful-interaction;Seller;3390;Closed;somber-refrigerator;Buyer
1410;2140;superficial-extreme;Seller;4651;Closed;responsible-end;Buyer
1411;501;impossible-match;Seller;1876;Closed;wide-box;Buyer
1412;585;mysterious-court;Seller;2154;Closed;jam-packed-salary;Buyer
1413;1648;intrepid-candidate;Seller;2322;Closed;attractive-kid;Buyer
1414;1964;delicious-criticism;Seller;2653;Closed;jumbo-friend;Buyer
1415;1435;serene-monitor;Seller;2129;Closed;famous-effort;Buyer
1416;3785;studious-bridge;Seller;3404;Closed;unwieldy-afternoon;Buyer
1417;2295;muffled-pause;Seller;3942;Closed;reasonable-foot;Buyer
1418;2305;pointless-guess;Seller;3550;Active;;
1419;482;coordinated-opposite;Seller;3515;Active;;
1420;4838;false-news;Seller;3027;Closed;melodic-bend;Buyer
1421;776;hard-to-find-boyfriend;Seller;2920;Closed;frugal-negative;Buyer
1422;3711;weighty-shame;Seller;2132;Closed;woozy-sign;Buyer
1423;4767;kindhearted-young;Seller;5129;Closed;distant-adult;Buyer
1424;5637;ripe-patience;Seller;2672;Closed;previous-potato;Buyer
1425;1870;unrealistic-item;Seller;3096;Closed;steel-menu;Buyer
1426;5928;hard-profit;Seller;5233;Closed;barren-anybody;Buyer
1427;5064;robust-charity;Seller;1156;Closed;unhealthy-upper;Buyer
1428;3578;easy-dark;Seller;4393;Closed;noisy-concentrate;Buyer
1429;5186;partial-telephone;Seller;2366;Closed;substantial-dish;Buyer
1430;4265;studious-bridge;Seller;4061;Closed;amazing-letter;Buyer
1431;3503;muffled-pause;Seller;2286;Closed;previous-context;Buyer
1432;4569;wicked-drama;Seller;2631;Closed;regular-quality;Buyer
1433;5677;coordinated-opposite;Seller;3098;Closed;yellow-block;Buyer
1434;3509;affectionate-passenger;Seller;1190;Closed;flaky-celebration;Buyer
1435;1389;thorny-resolution;Seller;2465;Closed;wicked-care;Buyer
1436;5737;superficial-extreme;Seller;4393;Closed;focused-baby;Buyer
1437;3038;studious-bridge;Seller;2563;Closed;assured-estimate;Buyer
1438;690;punctual-swimming;Seller;1918;Closed;cultured-lack;Buyer
1439;1430;abandoned-negotiation;Seller;1259;Active;;
1440;3272;everlasting-historian;Seller;2938;Closed;utter-championship;Buyer
1441;1412;rude-ball;Seller;1931;Closed;melodic-bend;Buyer
1442;1492;gracious-nation;Seller;3379;Closed;impossible-mud;Buyer
1443;1512;grumpy-secret;Seller;5310;Closed;tall-ticket;Buyer
1444;2457;whole-initial;Seller;2214;Closed;supportive-employ;Buyer
1445;3451;sick-quarter;Seller;2901;Closed;boiling-neck;Buyer
1446;1138;fair-buddy;Seller;2511;Closed;unwelcome-advertising;Buyer
1447;3109;flawless-soup;Seller;3610;Closed;rusty-knowledge;Buyer
1448;5971;false-news;Seller;3595;Closed;buttery-contribution;Buyer
1449;2779;unnatural-book;Seller;2439;Closed;whispered-screw;Buyer
1450;5886;constant-university;Seller;3215;Closed;ill-fated-land;Buyer
1451;1898;embellished-repeat;Seller;3844;Closed;gruesome-guarantee;Buyer
1452;4802;chief-cut;Seller;3416;Closed;hot-police;Buyer
1453;4007;favorite-movie;Seller;6191;Closed;vapid-line;Buyer
1454;3861;lighthearted-remote;Seller;4346;Closed;huge-emphasis;Buyer
1455;294;phony-idea;Seller;3649;Closed;familiar-restaurant;Buyer
1456;4570;multicolored-performance;Seller;1542;Closed;warped-photo;Buyer
1457;3949;every-discipline;Seller;2343;Closed;orderly-angle;Buyer
1458;2810;past-touch;Seller;767;Closed;scarce-pen;Buyer
1459;1812;yummy-if;Seller;856;Active;;
1460;4833;impressionable-bedroom;Seller;1712;Active;;
1461;5128;trustworthy-silly;Seller;3497;Closed;celebrated-method;Buyer
1462;470;rash-board;Seller;3908;Closed;gleeful-brown;Buyer
1463;4860;tempting-education;Seller;1198;Closed;nasty-juice;Buyer
1464;1084;questionable-sympathy;Seller;3503;Closed;costly-produce;Buyer
1465;5146;private-review;Seller;1308;Closed;astonishing-poem;Buyer
1466;5844;costly-tackle;Seller;3073;Closed;overjoyed-kitchen;Buyer
1467;1998;forceful-coach;Seller;5337;Closed;impure-girlfriend;Buyer
1468;614;striped-job;Seller;2248;Closed;arid-crack;Buyer
1469;2382;tempting-education;Seller;1743;Closed;tragic-tale;Buyer
1470;257;fine-suck;Seller;1814;Active;;
1471;3950;live-hat;Seller;3727;Closed;thorough-self;Buyer
1472;4827;deadly-father;Seller;913;Closed;French-pack;Buyer
1473;4412;paltry-surgery;Seller;4873;Closed;biodegradable-dot;Buyer
1474;2889;fine-suck;Seller;990;Active;;
1475;1843;hard-to-find-boyfriend;Seller;4544;Closed;prestigious-plan;Buyer
1476;3215;ruddy-tie;Seller;2653;Active;;
1477;4859;scented-witness;Seller;4339;Active;;
1478;2602;considerate-conference;Seller;2198;Closed;secret-university;Buyer
1479;2939;bad-permit;Seller;3957;Closed;adored-impress;Buyer
1480;527;itchy-angle;Seller;2339;Closed;likely-adult;Buyer
1481;1013;ruddy-tie;Seller;2296;Closed;remarkable-housing;Buyer
1482;662;similar-ice;Seller;1946;Closed;sorrowful-comfortable;Buyer
1483;5233;rash-board;Seller;1182;Closed;extra-small-routine;Buyer
1484;5565;constant-university;Seller;1593;Closed;reasonable-foot;Buyer
1485;5593;this-priority;Seller;5296;Closed;flickering-give;Buyer
1486;1365;breakable-lesson;Seller;3774;Closed;real-role;Buyer
1487;3122;light-good;Seller;3031;Closed;marvelous-push;Buyer
1488;5223;upset-permission;Seller;1296;Closed;submissive-wave;Buyer
1489;3314;heavenly-deposit;Seller;2777;Closed;marvelous-push;Buyer
1490;928;fine-suck;Seller;2911;Closed;normal-opening;Buyer
1491;39;delicious-criticism;Seller;1493;Closed;unsung-junior;Buyer
1492;1735;unrealistic-item;Seller;3495;Closed;hateful-heat;Buyer
1493;1455;studious-bridge;Seller;3571;Closed;sore-dream;Buyer
1494;3898;weekly-percentage;Seller;4367;Closed;French-pack;Buyer
1495;714;regular-business;Seller;3039;Closed;arid-crack;Buyer
1496;4700;steel-clue;Seller;4448;Closed;precious-effect;Buyer
1497;1088;itchy-angle;Seller;2054;Active;;
1498;314;demanding-farmer;Seller;1614;Closed;pointed-delivery;Buyer
1499;790;demanding-farmer;Seller;5407;Closed;cultured-tonight;Buyer
1500;5390;gracious-nation;Seller;1076;Active;;
1501;238;frivolous-nation;Seller;1571;Active;;
1502;4333;yummy-if;Seller;3189;Closed;wonderful-spell;Buyer
1503;5211;ripe-patience;Seller;2240;Active;;
1504;4958;embellished-repeat;Seller;2989;Closed;imaginary-leader;Buyer
1505;3938;lawful-interaction;Seller;1914;Closed;rotating-vehicle;Buyer
1506;99;icky-hearing;Seller;3438;Closed;outrageous-gold;Buyer
1507;4831;itchy-angle;Seller;2051;Closed;monumental-independence;Buyer
1508;3354;starry-passion;Seller;1379;Closed;metallic-part;Buyer
1509;1779;burdensome-special;Seller;1450;Closed;overjoyed-explanation;Buyer
1510;4204;easy-dark;Seller;3757;Closed;naughty-still;Buyer
1511;5994;yearly-society;Seller;2511;Closed;ecstatic-national;Buyer
1512;4540;easy-dark;Seller;2131;Closed;sympathetic-scale;Buyer
1513;3926;tempting-education;Seller;4384;Closed;exalted-spread;Buyer
1514;4803;forceful-coach;Seller;958;Closed;spry-swim;Buyer
1515;2469;bad-permit;Seller;1210;Active;;
1516;1903;fine-suck;Seller;3107;Closed;official-channel;Buyer
1517;3263;spotless-charge;Seller;1351;Closed;creamy-external;Buyer
1518;4127;mysterious-court;Seller;2650;Closed;honorable-target;Buyer
1519;3623;canine-coat;Seller;3050;Closed;medium-contest;Buyer
1520;2799;ruddy-tie;Seller;2906;Closed;babyish-machine;Buyer
1521;492;punctual-swimming;Seller;3871;Closed;honorable-target;Buyer
1522;2178;bad-permit;Seller;4793;Closed;lawful-money;Buyer
1523;1330;private-review;Seller;5188;Closed;helpless-hello;Buyer
1524;3857;phony-idea;Seller;2857;Active;;
1525;178;absolute-craft;Seller;3488;Closed;wary-engine;Buyer
1526;1280;striped-job;Seller;1934;Closed;humming-it;Buyer
1527;4462;silent-access;Seller;3857;Closed;babyish-machine;Buyer
1528;4225;judicious-dare;Seller;788;Active;;
1529;5787;yummy-if;Seller;4039;Closed;self-reliant-counter;Buyer
1530;5197;every-discipline;Seller;2770;Closed;buttery-society;Buyer
1531;2321;hard-profit;Seller;3112;Closed;calm-cheek;Buyer
1532;5226;loathsome-soft;Seller;5015;Closed;shy-error;Buyer
1533;1463;jaded-car;Seller;1555;Active;;
1534;2233;subdued-air;Seller;2776;Closed;downright-storm;Buyer
1535;4970;costly-scene;Seller;4448;Closed;monumental-salt;Buyer
1536;964;constant-university;Seller;2677;Closed;cheap-reputation;Buyer
1537;4031;superficial-extreme;Seller;3135;Closed;great-web;Buyer
1538;2989;regular-business;Seller;3219;Closed;scratchy-lift;Buyer
1539;2311;giving-teacher;Seller;4074;Closed;rough-classic;Buyer
1540;711;gleeful-customer;Seller;1324;Closed;woozy-role;Buyer
1541;1565;silver-steal;Seller;2363;Closed;worn-spray;Buyer
1542;5079;sweet-pass;Seller;1064;Closed;hateful-heat;Buyer
1543;1933;loathsome-soft;Seller;1548;Closed;inferior-dream;Buyer
